,"id","Standard name","chrom","start","end","Length","Hits","Reads","Hits_600_bp_upstream","Hits_600_bp_downstream","Neighbourhood Hits","Neighbourhood Index","Max Free Region","Freedom Index","target_seq_counts","600_bp_up_target_seq_counts","600_bp_down_target_seq_counts","target_per_bp","600_up_target_per_bp","600_down_target_per_bp","short name","description"
5079,"YOR299W","S000005825","chrXV",878435,880675,2241,43,831,79,41,723,0.133,203,0.091,195,45,58,0.087,0.075,0.0967,"BUD7","BUD site selection"
5080,"YOR301W","S000005827","chrXV",880965,882272,1308,93,6294,41,68,710,0.501,164,0.125,93,56,51,0.0711,0.0933,0.085,"RAX1","Revert to Axial"
5081,"YOR302W","S000005828","chrXV",882765,882842,78,4,23,104,25,720,0.356,32,0.41,8,41,48,0.1026,0.0683,0.08,,
5082,"YOR303W","S000005829","chrXV",882899,884134,1236,69,2499,65,51,741,0.377,118,0.095,103,53,52,0.0833,0.0883,0.0867,"CPA1","Carbamyl Phosphate synthetase A"
5083,"YOR304W","S000005831","chrXV",884514,887876,3363,41,926,64,3,773,0.079,322,0.096,328,58,66,0.0975,0.0967,0.11,"ISW2","Imitation SWitch subfamily"
5084,"YOR304C-A","S000005830","chrXV",888520,888750,231,3,99,6,11,591,0.11,90,0.39,21,67,57,0.0909,0.1117,0.095,"BIL1","Bud6-Interacting Ligand"
5085,"YOR305W","S000005832","chrXV",889022,889750,729,6,64,14,8,588,0.07,282,0.387,70,57,64,0.096,0.095,0.1067,"RRG7","Required for Respiratory Growth"
5086,"YOR306C","S000005833","chrXV",889867,891432,1566,26,231,4,27,602,0.138,293,0.187,133,67,62,0.0849,0.1117,0.1033,"MCH5","MonoCarboxylate transporter Homolog"
5087,"YOR307C","S000005834","chrXV",892731,894092,1362,24,891,24,16,519,0.17,267,0.196,120,48,68,0.0881,0.08,0.1133,"SLY41","Suppressor of Loss of Ypt1"
5088,"YOR308C","S000005835","chrXV",894624,896387,1764,19,306,17,23,519,0.104,564,0.32,159,68,69,0.0901,0.1133,0.115,"SNU66","Small NUclear ribonucleoprotein associated"
5089,"YOR310C","S000005837","chrXV",896825,898360,1536,4,63,28,16,617,0.021,1238,0.806,129,77,69,0.084,0.1283,0.115,"NOP58","NucleOlar Protein of 58 kDa"
5090,"YOR311C","S000005838","chrXV",899056,899928,873,4,9,19,20,720,0.032,585,0.67,74,65,63,0.0848,0.1083,0.105,"DGK1","DiacylGlycerol Kinase"
5091,"YOR312C","S000005839","chrXV",900250,901194,945,1,13,23,22,727,0.007,709,0.75,97,56,54,0.1026,0.0933,0.09,"RPL20B","Ribosomal Protein of the Large subunit"
5092,"YOR313C","S000005840","chrXV",901858,902874,1017,10,186,21,22,789,0.062,317,0.312,101,57,58,0.0993,0.095,0.0967,"SPS4","SPorulation Specific trancript"
5093,"YOR315W","S000005842","chrXV",904760,905800,1041,26,598,69,22,765,0.163,184,0.177,90,66,74,0.0865,0.11,0.1233,"SFG1","SuperFicial pseudohyphal Growth"
5094,"YOR316C","S000005843","chrXV",906236,907555,1320,34,913,23,82,797,0.162,251,0.19,105,83,61,0.0795,0.1383,0.1017,"COT1","CObalt Toxicity"
5095,"YOR316C-A","S000028584","chrXV",907726,907935,210,49,6837,24,60,765,1.525,22,0.105,16,52,72,0.0762,0.0867,0.12,,
5096,"YOR317W","S000005844","chrXV",909343,911445,2103,41,898,73,39,791,0.123,228,0.108,199,43,70,0.0946,0.0717,0.1167,"FAA1","Fatty Acid Activation"
5097,"YOR319W","S000005846","chrXV",912822,913463,642,1,21,33,9,750,0.01,623,0.97,78,61,69,0.1215,0.1017,0.115,"HSH49","Human Sap Homolog"
5098,"YOR320C","S000005847","chrXV",913619,915094,1476,19,355,6,33,737,0.087,341,0.231,164,78,70,0.1111,0.13,0.1167,"GNT1","GlcNAc Transferase"
5099,"YOR321W","S000005848","chrXV",916030,918291,2262,35,537,27,20,610,0.127,530,0.234,203,61,60,0.0897,0.1017,0.1,"PMT3","Protein O-MannosylTransferase"
5100,"YOR322C","S000005849","chrXV",918606,921062,2457,10,79,27,13,469,0.043,1702,0.693,209,65,66,0.0851,0.1083,0.11,"LDB19","Low Dye Binding"
5101,"YOR323C","S000005850","chrXV",921535,922905,1371,0,0,13,11,441,0,1371,1,142,58,65,0.1036,0.0967,0.1083,"PRO2","PROline requiring"
5102,"YOR324C","S000005851","chrXV",923232,925040,1809,20,432,10,34,375,0.147,309,0.171,154,68,45,0.0851,0.1133,0.075,"FRT1","Functionally Related to TCP1"
5103,"YOR326W","S000005853","chrXV",925721,930445,4725,9,65,30,26,366,0.026,3956,0.837,445,46,67,0.0942,0.0767,0.1117,"MYO2","MYOsin"
5104,"YOR327C","S000005854","chrXV",930734,931081,348,14,210,24,49,284,0.708,79,0.227,32,65,47,0.092,0.1083,0.0783,"SNC2","Suppressor of the Null allele of CAP"
5105,"YOR328W","S000005855","chrXV",931803,936497,4695,84,1400,47,13,305,0.293,341,0.073,415,44,60,0.0884,0.0733,0.1,"PDR10","Pleiotropic Drug Resistance"
5106,"YOR329C","S000005856","chrXV",936731,939349,2619,4,44,17,13,242,0.032,2373,0.906,228,60,69,0.0871,0.1,0.115,"SCD5","Suppressor of Clathrin Deficiency"
5107,"YOR330C","S000005857","chrXV",939621,943385,3765,16,126,4,6,275,0.077,1609,0.427,339,54,49,0.09,0.09,0.0817,"MIP1","MItochondrial DNA Polymerase"
5108,"YOR332W","S000005859","chrXV",943656,944357,702,1,3,6,12,165,0.043,700,0.997,51,46,48,0.0726,0.0767,0.08,"VMA4","Vacuolar Membrane Atpase"
5109,"YOR334W","S000005861","chrXV",944596,946008,1413,12,38,8,7,177,0.24,491,0.347,134,43,72,0.0948,0.0717,0.12,"MRS2","Mitochondrial RNA Splicing"
5110,"YOR335C","S000005862","chrXV",946233,949109,2877,0,0,9,34,236,0,2877,1,269,69,58,0.0935,0.115,0.0967,"ALA1","ALAnyl-tRNA synthetase"
5111,"YOR336W","S000005863","chrXV",949773,953870,4098,6,33,34,30,228,0.032,3680,0.898,443,60,52,0.1081,0.1,0.0867,"KRE5","Killer toxin REsistant"
5112,"YOR337W","S000005864","chrXV",954344,956623,2280,36,805,31,25,245,0.322,311,0.136,205,56,54,0.0899,0.0933,0.09,"TEA1","Ty Enhancer Activator"
5113,"YOR338W","S000005865","chrXV",956898,957989,1092,17,328,26,17,286,0.272,237,0.217,108,55,58,0.0989,0.0917,0.0967,,
5114,"YOR339C","S000005866","chrXV",958362,958832,471,8,86,15,9,412,0.206,150,0.318,37,66,61,0.0786,0.11,0.1017,"UBC11","UBiquitin Carrier"
5115,"YOR340C","S000005867","chrXV",959202,960182,981,3,8,10,18,493,0.031,743,0.757,85,61,52,0.0866,0.1017,0.0867,"RPA43","RNA Polymerase A"
5116,"YOR341W","S000005868","chrXV",960987,965981,4995,0,0,15,33,505,0,4995,1,495,51,72,0.0991,0.085,0.12,"RPA190","RNA Polymerase A"
5117,"YOR342C","S000005869","chrXV",966666,967625,960,33,557,35,61,502,0.342,114,0.119,89,76,50,0.0927,0.1267,0.0833,,
5118,"YOR344C","S000005871","chrXV",977194,978069,876,14,499,34,57,976,0.082,274,0.313,89,64,66,0.1016,0.1067,0.11,"TYE7","Ty1-mediated Expression"
5119,"YOR346W","S000005873","chrXV",981828,984785,2958,38,372,29,17,1070,0.06,331,0.112,301,68,53,0.1018,0.1133,0.0883,"REV1","REVersionless"
5120,"YOR347C","S000005874","chrXV",984942,986462,1521,35,646,10,26,1099,0.105,282,0.185,121,58,49,0.0796,0.0967,0.0817,"PYK2","PYruvate Kinase"
5121,"YOR348C","S000005875","chrXV",986899,988782,1884,360,22858,28,105,1081,0.884,125,0.066,113,55,45,0.06,0.0917,0.075,"PUT4","Proline UTilization"
5122,"YOR349W","S000005876","chrXV",989789,992833,3045,56,1091,97,4,876,0.105,226,0.074,279,43,63,0.0916,0.0717,0.105,"CIN1","Chromosome INstability"
5123,"YOR350C","S000005877","chrXV",992864,994855,1992,10,107,9,27,985,0.025,539,0.271,193,55,64,0.0969,0.0917,0.1067,"MNE1",
5124,"YOR351C","S000005878","chrXV",995018,996511,1494,24,200,16,18,972,0.083,332,0.222,149,57,56,0.0997,0.095,0.0933,"MEK1","MEiotic Kinase"
5125,"YOR352W","S000005879","chrXV",997213,998244,1032,15,86,20,6,955,0.076,328,0.318,104,58,70,0.1008,0.0967,0.1167,"TFB6",
5126,"YOR353C","S000005880","chrXV",998453,1000828,2376,4,75,13,18,756,0.011,1519,0.639,215,81,64,0.0905,0.135,0.1067,"SOG2",
5127,"YOR354C","S000005881","chrXV",1001147,1003225,2079,28,198,6,71,531,0.127,525,0.253,232,60,55,0.1116,0.1,0.0917,"MSC6","Meiotic Sister-Chromatid recombination"
5128,"YOR355W","S000005882","chrXV",1005137,1006705,1569,17,89,25,48,485,0.112,359,0.229,155,64,56,0.0988,0.1067,0.0933,"GDS1",
5129,"YOR356W","S000005883","chrXV",1007221,1009116,1896,37,641,46,13,484,0.202,275,0.145,168,57,69,0.0886,0.095,0.115,"CIR2","Changed Intracellular Redox state"
5130,"YOR357C","S000005884","chrXV",1009224,1009712,489,13,327,10,37,511,0.26,94,0.192,51,57,49,0.1043,0.095,0.0817,"SNX3","Sorting NeXin"
5131,"YOR358W","S000005885","chrXV",1010161,1010889,729,15,220,36,21,521,0.197,226,0.31,52,53,45,0.0713,0.0883,0.075,"HAP5","Heme Activator Protein"
5132,"YOR359W","S000005886","chrXV",1011189,1012760,1572,12,104,27,8,542,0.07,384,0.244,135,55,76,0.0859,0.0917,0.1267,"VTS1","VTi1-2 Suppressor"
5133,"YOR360C","S000005887","chrXV",1013241,1014821,1581,0,0,8,6,581,0,1581,1,178,76,55,0.1126,0.1267,0.0917,"PDE2","PhosphoDiEsterase"
5134,"YOR361C","S000005888","chrXV",1015361,1017652,2292,4,34,4,17,463,0.019,2207,0.963,201,59,56,0.0877,0.0983,0.0933,"PRT1","PRoTein synthesis"
5135,"YOR362C","S000005889","chrXV",1017880,1018746,867,6,118,12,52,411,0.084,379,0.437,80,60,66,0.0923,0.1,0.11,"PRE10","PRoteinase yscE"
5136,"YOR363C","S000005890","chrXV",1020222,1023212,2991,45,465,15,42,404,0.186,248,0.083,275,61,66,0.0919,0.1017,0.11,"PIP2","Peroxisome Induction Pathway"
5137,"YOR365C","S000005892","chrXV",1023461,1025572,2112,41,728,31,29,382,0.254,295,0.14,230,56,66,0.1089,0.0933,0.11,,
5138,"YOR367W","S000005894","chrXV",1026007,1026609,603,7,42,27,22,374,0.155,143,0.237,56,65,65,0.0929,0.1083,0.1083,"SCP1","S. cerevisiae CalPonin"
5139,"YOR368W","S000005895","chrXV",1026843,1028048,1206,26,653,20,8,374,0.288,234,0.194,113,61,56,0.0937,0.1017,0.0933,"RAD17","RADiation sensitive"
5140,"YOR369C","S000005896","chrXV",1028194,1028625,432,1,21,21,20,357,0.032,382,0.884,35,57,73,0.081,0.095,0.1217,"RPS12","Ribosomal Protein of the Small subunit"
5141,"YOR370C","S000005897","chrXV",1029183,1030994,1812,4,45,19,7,493,0.022,1419,0.783,179,70,49,0.0988,0.1167,0.0817,"MRS6","Mitochondrial RNA Splicing"
5142,"YOR371C","S000005898","chrXV",1031489,1034182,2694,43,373,4,24,607,0.131,382,0.142,254,47,69,0.0943,0.0783,0.115,"GPB1",
5143,"YOR372C","S000005899","chrXV",1034807,1036471,1665,1,2,24,0,604,0.005,1173,0.705,153,67,58,0.0919,0.1117,0.0967,"NDD1","Nuclear Division Defective"
5144,"YOR373W","S000005900","chrXV",1036834,1039389,2556,8,1345,0,94,642,0.024,2524,0.987,222,59,54,0.0869,0.0983,0.09,"NUD1",
5145,"YOR374W","S000005901","chrXV",1039840,1041399,1560,107,3968,88,21,628,0.546,140,0.09,139,42,61,0.0891,0.07,0.1017,"ALD4","ALdehyde Dehydrogenase"
5146,"YOR375C","S000005902","chrXV",1041678,1043042,1365,43,393,34,62,644,0.245,127,0.093,97,69,49,0.0711,0.115,0.0817,"GDH1","Glutamate DeHydrogenase"
5147,"YOR376W-A","S000028586","chrXV",1045196,1045351,156,1,9,24,9,644,0.05,88,0.564,13,52,62,0.0833,0.0867,0.1033,,
5148,"YOR377W","S000005904","chrXV",1046226,1047803,1578,18,418,22,41,655,0.087,344,0.218,149,61,51,0.0944,0.1017,0.085,"ATF1","AcetylTransFerase"
5149,"YOR378W","S000005905","chrXV",1049511,1051058,1548,36,1128,26,13,695,0.167,163,0.105,109,48,49,0.0704,0.08,0.0817,"AMF1","AMmonium Facilitator"
5150,"YOR380W","S000005907","chrXV",1051290,1052930,1641,27,286,25,8,589,0.14,309,0.188,125,48,63,0.0762,0.08,0.105,"RDR1","Repressor of Drug Resistance"
5151,"YOR381W","S000005908","chrXV",1055545,1057680,2136,12,103,16,8,510,0.055,689,0.323,194,55,69,0.0908,0.0917,0.115,"FRE3","Ferric REductase"
5152,"YOR381W-A","S000028587","chrXV",1058423,1058590,168,3,81,9,27,432,0.207,147,0.875,16,72,47,0.0952,0.12,0.0783,,
5153,"YOR382W","S000005909","chrXV",1059531,1059992,462,10,227,30,6,409,0.265,116,0.251,34,48,69,0.0736,0.08,0.115,"FIT2","Facilitator of Iron Transport"
5154,"YOR383C","S000005910","chrXV",1060441,1061055,615,13,184,7,18,425,0.249,169,0.275,20,72,49,0.0325,0.12,0.0817,"FIT3","Facilitator of Iron Transport"
5155,"YOR384W","S000005911","chrXV",1061564,1063648,2085,38,464,20,20,418,0.218,333,0.16,190,45,72,0.0911,0.075,0.12,"FRE5","Ferric REductase"
5156,"YOR385W","S000005912","chrXV",1065043,1065915,873,9,72,60,7,384,0.134,331,0.379,87,55,63,0.0997,0.0917,0.105,,
5157,"YOR386W","S000005913","chrXV",1066839,1068536,1698,8,83,15,8,408,0.058,417,0.246,169,72,64,0.0995,0.12,0.1067,"PHR1","PHotoreactivation Repair deficient"
5158,"YOR387C","S000005914","chrXV",1069621,1070241,621,7,87,3,8,361,0.156,209,0.337,49,68,63,0.0789,0.1133,0.105,,
5159,"YPL278C","S000006199","chrXVI",15053,15355,303,2,4,26,7,401,0.082,177,0.584,29,55,52,0.0957,0.0917,0.0867,,
5160,"YPL274W","S000006195","chrXVI",22938,24701,1764,60,1160,120,42,615,0.277,110,0.062,142,63,58,0.0805,0.105,0.0967,"SAM3","S-AdenosylMethionine metabolism"
5161,"YPL272C","S000006193","chrXVI",26611,28164,1554,16,136,20,24,598,0.086,244,0.157,172,67,47,0.1107,0.1117,0.0783,"PBI1","PSTB2 Interacting protein 1"
5162,"YPL271W","S000006192","chrXVI",30079,30267,189,3,25,33,29,570,0.139,159,0.841,19,62,60,0.1005,0.1033,0.1,"ATP15","ATP synthase"
5163,"YPL270W","S000006191","chrXVI",30482,32803,2322,42,669,38,33,718,0.126,299,0.129,214,65,64,0.0922,0.1083,0.1067,"MDL2","MultiDrug resistance-Like"
5164,"YPL269W","S000006190","chrXVI",33013,34947,1935,18,155,30,10,613,0.076,752,0.389,180,60,67,0.093,0.1,0.1117,"KAR9","KARyogamy"
5165,"YPL268W","S000006189","chrXVI",35236,37845,2610,2,11,14,29,638,0.006,2589,0.992,272,60,58,0.1042,0.1,0.0967,"PLC1","PhosphoLipase C"
5166,"YPL267W","S000006188","chrXVI",38169,38798,630,9,145,28,10,607,0.118,217,0.344,56,55,65,0.0889,0.0917,0.1083,"ACM1","APC/C[Cdh1] Modulator"
5167,"YPL266W","S000006187","chrXVI",39121,40077,957,0,0,16,52,613,0,957,1,89,69,53,0.093,0.115,0.0883,"DIM1","DIMethylase"
5168,"YPL265W","S000006186","chrXVI",41043,42869,1827,49,605,101,31,590,0.227,202,0.111,164,47,65,0.0898,0.0783,0.1083,"DIP5","DIcarboxylic amino acid Permease"
5169,"YPL264C","S000006185","chrXVI",43283,44344,1062,23,508,29,25,558,0.194,171,0.161,98,70,53,0.0923,0.1167,0.0883,,
5170,"YPL263C","S000006184","chrXVI",44551,46506,1956,41,553,22,62,650,0.161,201,0.103,166,59,53,0.0849,0.0983,0.0883,"KEL3","KELch"
5171,"YPL262W","S000006183","chrXVI",47336,48802,1467,28,455,67,26,637,0.15,159,0.108,130,56,58,0.0886,0.0933,0.0967,"FUM1","FUMarase"
5172,"YPL260W","S000006181","chrXVI",49303,50958,1656,21,343,22,11,590,0.107,316,0.191,156,58,66,0.0942,0.0967,0.11,"CUB1","Cu2+ suppressing and Bleomycin sensitive"
5173,"YPL259C","S000006180","chrXVI",51244,52671,1428,30,504,11,30,482,0.218,171,0.12,132,57,67,0.0924,0.095,0.1117,"APM1","clathrin Adaptor Protein complex Medium chain"
5174,"YPL258C","S000006179","chrXVI",53498,55153,1656,24,182,10,31,474,0.153,237,0.143,140,71,68,0.0845,0.1183,0.1133,"THI21","THIamine metabolism"
5175,"YPL257W","S000006178","chrXVI",63279,63860,582,9,121,35,12,322,0.24,202,0.347,58,65,60,0.0997,0.1083,0.1,,
5176,"YPL256C","S000006177","chrXVI",64977,66614,1638,23,400,11,32,525,0.134,242,0.148,141,65,55,0.0861,0.1083,0.0917,"CLN2","CycLiN"
5177,"YPL255W","S000006176","chrXVI",67725,68882,1158,1,2,26,6,491,0.009,1062,0.917,113,53,63,0.0976,0.0883,0.105,"BBP1","Bfr1 Binding Protein"
5178,"YPL254W","S000006175","chrXVI",69485,70951,1467,1,7,6,11,526,0.006,1335,0.91,159,63,70,0.1084,0.105,0.1167,"HFI1","Histone H2A Functional Interactor"
5179,"YPL253C","S000006174","chrXVI",71063,73006,1944,28,368,6,20,558,0.129,442,0.227,207,70,57,0.1065,0.1167,0.095,"VIK1","Vegetative Interaction with Kar3p"
5180,"YPL252C","S000006173","chrXVI",73363,73881,519,0,0,30,30,543,0,519,1,35,68,73,0.0674,0.1133,0.1217,"YAH1","Yeast Adrenodoxin Homolog"
5181,"YPL250C","S000006171","chrXVI",74309,74719,411,20,348,28,105,562,0.433,148,0.36,34,72,56,0.0827,0.12,0.0933,"ATG41","AuTophaGy related"
5182,"YPL249C-A","S000006438","chrXVI",75699,76239,541,1,4,114,26,600,0.015,414,0.765,34,49,44,0.0628,0.0817,0.0733,"RPL36B","Ribosomal Protein of the Large subunit"
5183,"YPL249C","S000006170","chrXVI",76669,79353,2685,49,700,24,16,628,0.145,259,0.096,252,39,63,0.0939,0.065,0.105,"GYP5","Gtpase-activating protein for Ypt Proteins"
5184,"YPL248C","S000006169","chrXVI",79711,82356,2646,18,83,18,22,591,0.058,450,0.17,239,55,44,0.0903,0.0917,0.0733,"GAL4","GALactose metabolism"
5185,"YPL247C","S000006168","chrXVI",82625,84196,1572,46,734,17,32,569,0.257,147,0.094,99,56,56,0.063,0.0933,0.0933,,
5186,"YPL246C","S000006167","chrXVI",84509,85297,789,22,220,29,37,508,0.274,140,0.177,59,49,49,0.0748,0.0817,0.0817,"RBD2",
5187,"YPL245W","S000006166","chrXVI",85586,86950,1365,28,749,39,10,416,0.247,289,0.212,122,45,56,0.0894,0.075,0.0933,,
5188,"YPL244C","S000006165","chrXVI",87014,88033,1020,16,277,17,10,397,0.198,180,0.176,83,58,57,0.0814,0.0967,0.095,"HUT1","Homolog of UDP-galactose Transporter"
5189,"YPL243W","S000006164","chrXVI",88517,90316,1800,2,4,11,18,469,0.012,1140,0.633,188,50,74,0.1044,0.0833,0.1233,"SRP68","Signal Recognition Particle"
5190,"YPL242C","S000006163","chrXVI",90622,95109,4488,1,2,19,34,470,0.002,4087,0.911,481,67,81,0.1072,0.1117,0.135,"IQG1","IQGAP-related protein"
5191,"YPL241C","S000006162","chrXVI",95372,96258,887,42,1178,5,51,382,0.62,200,0.225,100,72,62,0.1127,0.12,0.1033,"CIN2","Chromosome INstability"
5192,"YPL240C","S000006161","chrXVI",96496,98625,2130,49,945,43,45,435,0.264,444,0.208,195,62,51,0.0915,0.1033,0.085,"HSP82","Heat Shock Protein"
5193,"YPL239W","S000006160","chrXVI",99484,100086,603,16,102,28,16,392,0.338,152,0.252,53,53,45,0.0879,0.0883,0.075,"YAR1","Yeast Ankyrin Repeat"
5194,"YPL237W","S000006158","chrXVI",100496,101353,858,0,0,22,9,376,0,858,1,75,52,56,0.0874,0.0867,0.0933,"SUI3","SUppressor of Initiator codon"
5195,"YPL236C","S000006157","chrXVI",101608,102702,1095,14,181,4,8,372,0.172,239,0.218,94,61,54,0.0858,0.1017,0.09,"ENV7","late ENdosome and Vacuole interface function"
5196,"YPL235W","S000006156","chrXVI",103232,104647,1416,1,2,8,7,406,0.009,1396,0.986,139,51,59,0.0982,0.085,0.0983,"RVB2","RuVB-like"
5197,"YPL234C","S000006155","chrXVI",104946,105440,495,1,115,7,29,455,0.022,493,0.996,33,69,57,0.0667,0.115,0.095,"VMA11","Vacuolar Membrane Atpase"
5198,"YPL233W","S000006154","chrXVI",106172,106822,651,2,49,28,60,457,0.034,503,0.773,45,54,52,0.0691,0.09,0.0867,"NSL1","Nnf1 Synthetic Lethal"
5199,"YPL232W","S000006153","chrXVI",107275,108147,873,13,155,58,25,462,0.161,157,0.18,56,43,63,0.0641,0.0717,0.105,"SSO1","Supressor of Sec One"
5200,"YPL231W","S000006152","chrXVI",108652,114315,5664,0,0,25,56,512,0,5664,1,486,60,33,0.0858,0.1,0.055,"FAS2","Fatty Acid Synthetase"
5201,"YPL230W","S000006151","chrXVI",115219,116487,1269,30,495,52,47,435,0.272,259,0.204,103,41,56,0.0812,0.0683,0.0933,"USV1","Up in StarVation"
5202,"YPL229W","S000006150","chrXVI",117067,117687,621,6,115,46,36,379,0.127,193,0.311,51,58,63,0.0821,0.0967,0.105,,
5203,"YPL228W","S000006149","chrXVI",118382,120031,1650,0,0,33,9,436,0,1650,1,172,67,78,0.1042,0.1117,0.13,"CET1","Capping Enzyme Triphosphatase"
5204,"YPL227C","S000006148","chrXVI",120163,121167,1005,9,83,4,35,455,0.098,252,0.251,114,73,66,0.1134,0.1217,0.11,"ALG5","Asparagine-Linked Glycosylation"
5205,"YPL226W","S000006147","chrXVI",121767,125357,3591,34,328,35,22,693,0.068,412,0.115,346,66,62,0.0964,0.11,0.1033,"NEW1","Nu+"
5206,"YPL225W","S000006146","chrXVI",126006,126446,441,4,71,23,18,632,0.072,159,0.361,48,63,72,0.1088,0.105,0.12,,
5207,"YPL224C","S000006145","chrXVI",126634,128088,1455,34,587,8,46,658,0.178,199,0.137,133,78,52,0.0914,0.13,0.0867,"MMT2","Mitochondrial Metal Transporter"
5208,"YPL223C","S000006144","chrXVI",128632,129138,507,11,233,43,18,591,0.184,161,0.318,32,51,57,0.0631,0.085,0.095,"GRE1","Genes de Respuesta a Estres (spanish for stress responsive genes)"
5209,"YPL222W","S000006143","chrXVI",130162,132228,2067,53,840,31,107,602,0.213,240,0.116,141,36,63,0.0682,0.06,0.105,"FMP40","Found in Mitochondrial Proteome"
5210,"YPL221W","S000006142","chrXVI",133043,135424,2382,74,1341,81,32,580,0.268,366,0.154,201,54,54,0.0844,0.09,0.09,"FLC1","FLavin Carrier"
5211,"YPL219W","S000006140","chrXVI",136750,138228,1479,15,162,32,12,571,0.089,609,0.412,146,60,60,0.0987,0.1,0.1,"PCL8","Pho85 CycLin"
5212,"YPL218W","S000006139","chrXVI",138698,139409,712,0,0,12,15,509,0,712,1,70,65,62,0.0983,0.1083,0.1033,"SAR1","Secretion-Associated, Ras-related"
5213,"YPL217C","S000006138","chrXVI",139620,143171,3552,0,0,15,18,545,0,3552,1,353,71,65,0.0994,0.1183,0.1083,"BMS1","BMh Sensitive"
5214,"YPL216W","S000006137","chrXVI",143821,147129,3309,49,710,18,15,302,0.245,322,0.097,335,65,64,0.1012,0.1083,0.1067,,
5215,"YPL215W","S000006136","chrXVI",147416,148423,1008,4,13,24,9,215,0.092,660,0.655,99,62,52,0.0982,0.1033,0.0867,"CBP3","Cytochrome B mRNA Processing"
5216,"YPL214C","S000006135","chrXVI",148569,150191,1623,31,805,3,19,265,0.36,293,0.181,131,62,59,0.0807,0.1033,0.0983,"THI6","THIamine biosynthesis"
5217,"YPL213W","S000006134","chrXVI",150614,151330,717,2,15,24,1,260,0.054,513,0.715,67,59,58,0.0934,0.0983,0.0967,"LEA1","Looks Exceptionally like U2A"
5218,"YPL212C","S000006133","chrXVI",151515,153149,1635,12,151,2,1,303,0.121,315,0.193,146,61,58,0.0893,0.1017,0.0967,"PUS1","PseudoUridine Synthase"
5219,"YPL211W","S000006132","chrXVI",153495,154040,546,1,1,2,9,328,0.028,532,0.974,49,53,60,0.0897,0.0883,0.1,"NIP7","Nuclear ImPort"
5220,"YPL210C","S000006131","chrXVI",154290,156212,1923,5,16,5,7,343,0.038,1715,0.892,211,56,52,0.1097,0.0933,0.0867,"SRP72","Signal Recognition Particle"
5221,"YPL209C","S000006130","chrXVI",156490,157593,1104,2,51,6,7,341,0.027,672,0.609,101,61,48,0.0915,0.1017,0.08,"IPL1","Increase in PLoidy"
5222,"YPL208W","S000006129","chrXVI",157842,159593,1752,31,568,1,50,378,0.234,476,0.272,179,51,60,0.1022,0.085,0.1,"RKM1","Ribosomal lysine (K) Methyltransferase"
5223,"YPL207W","S000006128","chrXVI",159909,162341,2433,29,608,58,26,413,0.144,264,0.109,241,64,74,0.0991,0.1067,0.1233,"TYW1","Trna-YW synthesizing protein"
5224,"YPL206C","S000006127","chrXVI",162632,163597,966,16,159,26,30,444,0.187,192,0.199,97,80,57,0.1004,0.1333,0.095,"PGC1","Phosphatidyl Glycerol phospholipase C"
5225,"YPL204W","S000006125","chrXVI",164276,165760,1485,8,156,27,24,494,0.055,914,0.615,129,55,69,0.0869,0.0917,0.115,"HRR25","HO and Radiation Repair"
5226,"YPL203W","S000006124","chrXVI",166256,167398,1143,13,102,25,22,510,0.112,290,0.254,111,73,51,0.0971,0.1217,0.085,"TPK2","Takashi's Protein Kinase"
5227,"YPL202C","S000006123","chrXVI",168088,169338,1251,21,340,27,51,521,0.161,178,0.142,127,63,55,0.1015,0.105,0.0917,"AFT2","Activator of Fe (iron) Transcription"
5228,"YPL201C","S000006122","chrXVI",169770,171155,1386,15,178,55,14,480,0.113,308,0.222,146,48,59,0.1053,0.08,0.0983,"YIG1","Yeast protein Interacting with Glycerol 3-phosphatase"
