Standard name,id,short name,description
S000006025,YPL104W,MSD1,"Mitochondrial aminoacyl-tRNA Synthetase, Aspartate (D)"
S000006026,YPL105C,SYH1,SmY2 Homolog
S000006027,YPL106C,SSE1,Stress Seventy subfamily E
S000006028,YPL107W,DPC25,Delta-Psi dependent mitochondrial import and Cleavage protein of ~25 kDa
S000006029,YPL108W,,
S000006030,YPL109C,MCO76,Mitochondrial Class One protein of 76 kDa
S000006031,YPL110C,GDE1,GlycerophosphoDiEsterase
S000006032,YPL111W,CAR1,Catabolism of ARginine
S000006033,YPL112C,PEX25,PEroXisome related
S000006034,YPL113C,,
S000006036,YPL115C,BEM3,Bud EMergence
S000006037,YPL116W,HOS3,Hda One Similar
S000006038,YPL117C,IDI1,Isopentenyl Diphosphate Isomerase
S000006039,YPL118W,MRP51,Mitochondrial Ribosomal Protein
S000006040,YPL119C,DBP1,Dead Box Protein
S000006041,YPL120W,VPS30,Vacuolar Protein Sorting
S000006042,YPL121C,MEI5,MEIosis
S000006043,YPL122C,TFB2,Transcription Factor B subunit 2
S000006044,YPL123C,RNY1,RiboNuclease from Yeast
S000006045,YPL124W,SPC29,Spindle Pole Component
S000006046,YPL125W,KAP120,KAryoPherin
S000006047,YPL126W,NAN1,Net1 Associated Nuclear protein
S000006048,YPL127C,HHO1,Histone H One
S000006049,YPL128C,TBF1,TTAGGG repeat-Binding Factor
S000006050,YPL129W,TAF14,TATA binding protein-Associated Factor
S000006051,YPL130W,SPO19,SPOrulation
S000006052,YPL131W,RPL5,Ribosomal Protein of the Large subunit
S000006053,YPL132W,COX11,Cytochrome c OXidase
S000006054,YPL133C,RDS2,Regulator of Drug Sensitivity
S000006055,YPL134C,ODC1,OxoDicarboxylate Carrier
S000006056,YPL135W,ISU1,IScU homolog
S000006058,YPL137C,GIP3,Glc7 Interacting Protein
S000006059,YPL138C,SPP1,"Set1c, Phd finger Protein"
S000006060,YPL139C,UME1,Unscheduled Meiotic gene Expression
S000006061,YPL140C,MKK2,Mitogen-activated Kinase Kinase
S000006062,YPL141C,FRK1,Fatty acyl-CoA synthetase and RNA processing-associated Kinase
S000006064,YPL143W,RPL33A,Ribosomal Protein of the Large subunit
S000006065,YPL144W,POC4,PrOteasome Chaperone
S000006066,YPL145C,KES1,KrE11-1 Suppressor
S000006067,YPL146C,NOP53,NucleOlar Protein
S000006068,YPL147W,PXA1,PeroXisomal ABC-transporter
S000006069,YPL148C,PPT2,Phosphopantetheine:Protein Transferase
S000006070,YPL149W,ATG5,AuTophaGy related
S000006071,YPL150W,,
S000006072,YPL151C,PRP46,Pre-mRNA Processing
S000006073,YPL152W,RRD2,Resistant to Rapamycin Deletion
S000006074,YPL153C,RAD53,RADiation sensitive
S000006075,YPL154C,PEP4,carboxyPEPtidase Y-deficient
S000006076,YPL155C,KIP2,KInesin related Protein
S000006077,YPL156C,PRM4,Pheromone-Regulated Membrane protein
S000006078,YPL157W,TGS1,TrimethylGuanosine Synthase
S000006079,YPL158C,AIM44,Altered Inheritance rate of Mitochondria
S000006080,YPL159C,PET20,PETite colonies
S000006081,YPL160W,CDC60,Cell Division Cycle
S000006082,YPL161C,BEM4,Bud EMergence
S000006083,YPL162C,,
S000006084,YPL163C,SVS1,Suppressor of Vanadate Sensitivity
S000006085,YPL164C,MLH3,MutL Homolog
S000006086,YPL165C,SET6,SET domain-containing
S000006087,YPL166W,ATG29,AuTophaGy related
S000006088,YPL167C,REV3,REVersionless
S000006089,YPL168W,MRX4,Mitochondrial oRganization of gene eXpression (MIOREX)
S000006090,YPL169C,MEX67,Messenger RNA EXport factor of 67 kDa
S000006091,YPL170W,DAP1,DAmage resistance Protein
S000006092,YPL171C,OYE3,Old Yellow Enzyme
S000006093,YPL172C,COX10,Cytochrome c OXidase
S000006094,YPL173W,MRPL40,"Mitochondrial Ribosomal Protein, Large subunit"
S000006095,YPL174C,NIP100,Nuclear ImPort
S000006096,YPL175W,SPT14,SuPpressor of Ty
S000006097,YPL176C,TRE1,Transferrin REceptor like
S000006098,YPL177C,CUP9,
S000006099,YPL178W,CBC2,Cap Binding Complex
S000006100,YPL179W,PPQ1,Protein Phosphatase Q
S000006101,YPL180W,TCO89,Tor Complex One
S000006102,YPL181W,CTI6,Cyc8-Tup1 Interacting protein
S000006104,YPL183C,RTT10,Regulator of Ty1 Transposition
S000006105,YPL184C,MRN1,Multicopy supressor of rsc nhp6
S000006107,YPL186C,UIP4,Ulp1 Interacting Protein
S000006108,YPL187W,MF(ALPHA)1,Mating Factor ALPHA
S000006109,YPL188W,POS5,PerOxide Sensitive
S000006110,YPL189W,GUP2,Glycerol UPtake
S000006111,YPL190C,NAB3,Nuclear polyAdenylated RNA-Binding
S000006112,YPL191C,,
S000006113,YPL192C,PRM3,Pheromone-Regulated Membrane protein
S000006114,YPL193W,RSA1,RiboSome Assembly
S000006115,YPL194W,DDC1,DNA Damage Checkpoint
S000006116,YPL195W,APL5,clathrin Adaptor Protein complex Large chain
S000006117,YPL196W,OXR1,OXidation Resistance
S000006120,YPL199C,,
S000006121,YPL200W,CSM4,Chromosome Segregation in Meiosis
S000006122,YPL201C,YIG1,Yeast protein Interacting with Glycerol 3-phosphatase
S000006123,YPL202C,AFT2,Activator of Fe (iron) Transcription
S000006124,YPL203W,TPK2,Takashi's Protein Kinase
S000006125,YPL204W,HRR25,HO and Radiation Repair
S000006127,YPL206C,PGC1,Phosphatidyl Glycerol phospholipase C
S000006128,YPL207W,TYW1,Trna-YW synthesizing protein
S000006129,YPL208W,RKM1,Ribosomal lysine (K) Methyltransferase
S000006130,YPL209C,IPL1,Increase in PLoidy
S000006131,YPL210C,SRP72,Signal Recognition Particle
S000006132,YPL211W,NIP7,Nuclear ImPort
S000006133,YPL212C,PUS1,PseudoUridine Synthase
S000006134,YPL213W,LEA1,Looks Exceptionally like U2A
S000006135,YPL214C,THI6,THIamine biosynthesis
S000006136,YPL215W,CBP3,Cytochrome B mRNA Processing
S000006137,YPL216W,,
S000006138,YPL217C,BMS1,BMh Sensitive
S000006139,YPL218W,SAR1,"Secretion-Associated, Ras-related"
S000006140,YPL219W,PCL8,Pho85 CycLin
S000006142,YPL221W,FLC1,FLavin Carrier
S000006143,YPL222W,FMP40,Found in Mitochondrial Proteome
S000006144,YPL223C,GRE1,Genes de Respuesta a Estres (spanish for stress responsive genes)
S000006145,YPL224C,MMT2,Mitochondrial Metal Transporter
S000006146,YPL225W,,
S000006147,YPL226W,NEW1,Nu+
S000006148,YPL227C,ALG5,Asparagine-Linked Glycosylation
S000006149,YPL228W,CET1,Capping Enzyme Triphosphatase
S000006150,YPL229W,,
S000006151,YPL230W,USV1,Up in StarVation
S000006152,YPL231W,FAS2,Fatty Acid Synthetase
S000006153,YPL232W,SSO1,Supressor of Sec One
S000006154,YPL233W,NSL1,Nnf1 Synthetic Lethal
S000006155,YPL234C,VMA11,Vacuolar Membrane Atpase
S000006156,YPL235W,RVB2,RuVB-like
S000006157,YPL236C,ENV7,late ENdosome and Vacuole interface function
S000006158,YPL237W,SUI3,SUppressor of Initiator codon
S000006160,YPL239W,YAR1,Yeast Ankyrin Repeat
S000006161,YPL240C,HSP82,Heat Shock Protein
S000006162,YPL241C,CIN2,Chromosome INstability
S000006163,YPL242C,IQG1,IQGAP-related protein
S000006164,YPL243W,SRP68,Signal Recognition Particle
S000006165,YPL244C,HUT1,Homolog of UDP-galactose Transporter
S000006166,YPL245W,,
S000006167,YPL246C,RBD2,
S000006168,YPL247C,,
S000006169,YPL248C,GAL4,GALactose metabolism
S000006170,YPL249C,GYP5,Gtpase-activating protein for Ypt Proteins
S000006171,YPL250C,ATG41,AuTophaGy related
S000006173,YPL252C,YAH1,Yeast Adrenodoxin Homolog
S000006174,YPL253C,VIK1,Vegetative Interaction with Kar3p
S000006175,YPL254W,HFI1,Histone H2A Functional Interactor
S000006176,YPL255W,BBP1,Bfr1 Binding Protein
S000006177,YPL256C,CLN2,CycLiN
S000006178,YPL257W,,
S000006179,YPL258C,THI21,THIamine metabolism
S000006180,YPL259C,APM1,clathrin Adaptor Protein complex Medium chain
S000006181,YPL260W,CUB1,Cu2+ suppressing and Bleomycin sensitive
S000006183,YPL262W,FUM1,FUMarase
S000006184,YPL263C,KEL3,KELch
S000006185,YPL264C,,
S000006186,YPL265W,DIP5,DIcarboxylic amino acid Permease
S000006187,YPL266W,DIM1,DIMethylase
S000006188,YPL267W,ACM1,APC/C[Cdh1] Modulator
S000006189,YPL268W,PLC1,PhosphoLipase C
S000006190,YPL269W,KAR9,KARyogamy
S000006191,YPL270W,MDL2,MultiDrug resistance-Like
S000006192,YPL271W,ATP15,ATP synthase
S000006193,YPL272C,PBI1,PSTB2 Interacting protein 1
S000006195,YPL274W,SAM3,S-AdenosylMethionine metabolism
S000006199,YPL278C,,
S000006205,YPR001W,CIT3,CITrate synthase
S000006206,YPR002W,PDH1,prpD Homolog
S000006207,YPR003C,,
S000006208,YPR004C,AIM45,Altered Inheritance rate of Mitochondria
S000006209,YPR005C,HAL1,HALotolerance
S000006210,YPR006C,ICL2,IsoCitrate Lyase
S000006211,YPR007C,REC8,RECombination
S000006212,YPR008W,HAA1,Homolog of Ace1 Activator
S000006213,YPR009W,SUT2,Sterol UpTake
S000006214,YPR010C,RPA135,RNA Polymerase A
S000006215,YPR011C,,
S000006217,YPR013C,CMR3,Changed Mutation Rate
S000006219,YPR015C,,
S000006220,YPR016C,TIF6,Translation Initiation Factor
S000006221,YPR017C,DSS4,Dominant Suppressor of Sec4
S000006222,YPR018W,RLF2,Rap1 protein Localization Factor
S000006223,YPR019W,MCM4,MiniChromosome Maintenance
S000006224,YPR020W,ATP20,ATP synthase
S000006225,YPR021C,AGC1,Aspartate-Glutamate Carrier
S000006226,YPR022C,SDD4,Suppressor of Degenerative Death
S000006227,YPR023C,EAF3,Esa1p-Associated Factor
S000006228,YPR024W,YME1,Yeast Mitochondrial Escape
S000006229,YPR025C,CCL1,
S000006230,YPR026W,ATH1,Acid TreHalase
S000006231,YPR027C,,
S000006232,YPR028W,YOP1,YIP One Partner
S000006233,YPR029C,APL4,clathrin Adaptor Protein complex Large chain
S000006234,YPR030W,CSR2,Chs5 Spa2 Rescue
S000006235,YPR031W,NTO1,NuA Three Orf
S000006236,YPR032W,SRO7,Suppressor of rho3
S000006237,YPR033C,HTS1,Histidine-Trna Synthetase
S000006238,YPR034W,ARP7,Actin-Related Protein
S000006239,YPR035W,GLN1,GLutamiNe metabolism
S000006240,YPR036W,VMA13,Vacuolar Membrane Atpase
S000006241,YPR037C,ERV2,Essential for Respiration and Viability
S000006244,YPR040W,TIP41,Tap42 Interacting Protein
S000006245,YPR041W,TIF5,Translation Initiation Factor
S000006246,YPR042C,PUF2,PUmilio-homology domain Family
S000006247,YPR043W,RPL43A,Ribosomal Protein of the Large subunit
S000006249,YPR045C,THP3,THO-related Protein
S000006250,YPR046W,MCM16,MiniChromosome Maintenance
S000006251,YPR047W,MSF1,"Mitochondrial aminoacyl-tRNA Synthetase, Phenylalanine (F)"
S000006252,YPR048W,TAH18,Top1T722A mutant Hypersensitive
S000006253,YPR049C,ATG11,AuTophaGy related
S000006255,YPR051W,MAK3,MAintenance of Killer
S000006256,YPR052C,NHP6A,Non-Histone Protein
S000006258,YPR054W,SMK1,
S000006259,YPR055W,SEC8,SECretory
S000006260,YPR056W,TFB4,Transcription Factor B subunit 4
S000006261,YPR057W,BRR1,Bad Response to Refrigeration
S000006262,YPR058W,YMC1,Yeast Mitochondrial Carrier
S000006264,YPR060C,ARO7,AROmatic amino acid requiring
S000006265,YPR061C,JID1,DnaJ protein Involved in ER-associated Degradation
S000006266,YPR062W,FCY1,FluoroCYtosine resistance
S000006267,YPR063C,,
S000006269,YPR065W,ROX1,Regulation by OXygen
S000006270,YPR066W,UBA3,UBiquitin-like protein-Activating enzyme
S000006271,YPR067W,ISA2,Iron Sulfur Assembly
S000006272,YPR068C,HOS1,Hda One Similar
S000006273,YPR069C,SPE3,SPErmidine auxotroph
S000006274,YPR070W,MED1,MEDiator complex
S000006275,YPR071W,,
S000006276,YPR072W,NOT5,Negative On TATA
S000006277,YPR073C,LTP1,Low molecular weight protein Tyrosine Phosphatase
S000006278,YPR074C,TKL1,TransKetoLase
S000006279,YPR075C,OPY2,Overproduction-induced Pheromone-resistant Yeast
S000006282,YPR078C,,
S000006283,YPR079W,MRL1,Mannose 6-phosphate Receptor Like
S000006285,YPR081C,GRS2,Glycyl-tRNA Synthase
S000006286,YPR082C,DIB1,S. pombe DIm1+ in Budding yeast
S000006287,YPR083W,MDM36,Mitochondrial Distribution and Morphology
S000006288,YPR084W,,
S000006289,YPR085C,ASA1,AStra Associated protein
S000006290,YPR086W,SUA7,Suppressor of Upstream AUG
S000006292,YPR088C,SRP54,Signal Recognition Particle 54-kD subunit
S000006293,YPR089W,,
S000006295,YPR091C,NVJ2,Nucleus-Vacuole Junction
S000006297,YPR093C,ASR1,Alcohol Sensitive Ring/PHD finger
S000006298,YPR094W,RDS3,Regulator of Drug Sensitivity
S000006299,YPR095C,SYT1,Suppressor of ypt3
S000006300,YPR096C,,
S000006301,YPR097W,,
S000006302,YPR098C,TMH18,TMem205 Homolog of 18 kDa
S000006304,YPR100W,MRPL51,"Mitochondrial Ribosomal Protein, Large subunit"
S000006305,YPR101W,SNT309,Synthetic lethal to prp NineTeen mutation
S000006307,YPR103W,PRE2,PRoteinase yscE
S000006308,YPR104C,FHL1,Fork Head-Like
S000006309,YPR105C,COG4,Conserved Oligomeric Golgi complex
S000006310,YPR106W,ISR1,Inhibition of Staurosporine Resistance
S000006311,YPR107C,YTH1,Yeast THirty kDa Homolog
S000006312,YPR108W,RPN7,Regulatory Particle Non-ATPase
S000006313,YPR109W,GLD1,Golgi/endosome Localized Dsc protein
S000006314,YPR110C,RPC40,RNA Polymerase C
S000006315,YPR111W,DBF20,DumbBell Forming
S000006316,YPR112C,MRD1,Multiple RNA-binding domain
S000006317,YPR113W,PIS1,Phosphatidyl Inositol Synthase
S000006318,YPR114W,,
S000006319,YPR115W,RGC1,Regulator of the Glycerol Channel
S000006320,YPR116W,RRG8,Required for Respiratory Growth
S000006321,YPR117W,,
S000006322,YPR118W,MRI1,MethylthioRibose-1-phosphate Isomerase
S000006323,YPR119W,CLB2,CycLin B
S000006324,YPR120C,CLB5,CycLin B
S000006325,YPR121W,THI22,THIamine metabolism
S000006326,YPR122W,AXL1,AXiaL budding
S000006328,YPR124W,CTR1,Copper TRansport
S000006329,YPR125W,YLH47,Yeast LETM1 Homolog of 47 kD
S000006331,YPR127W,,
S000006332,YPR128C,ANT1,Adenine Nucleotide Transporter
S000006333,YPR129W,SCD6,Suppressor of Clathrin Deficiency
S000006335,YPR131C,NAT3,N-terminal AcetylTransferase
S000006336,YPR132W,RPS23B,Ribosomal Protein of the Small subunit
S000006337,YPR133C,SPN1,Suppresses Postrecruitment functions gene Number 1
S000006338,YPR134W,MSS18,Mitochondrial Splicing System
S000006339,YPR135W,CTF4,Chromosome Transmission Fidelity
S000006341,YPR137W,RRP9,Ribosomal RNA Processing
S000006342,YPR138C,MEP3,
S000006343,YPR139C,LOA1,Lysophosphatidic acid: Oleoyl-CoA Acyltransferase
S000006344,YPR140W,TAZ1,TAfaZzin
S000006345,YPR141C,KAR3,KARyogamy
S000006347,YPR143W,RRP15,Ribosomal RNA Processing
S000006348,YPR144C,NOC4,NucleOlar Complex associated
S000006349,YPR145W,ASN1,ASparagiNe requiring
S000006351,YPR147C,,
S000006352,YPR148C,,
S000006353,YPR149W,NCE102,NonClassical Export
S000006355,YPR151C,SUE1,
S000006356,YPR152C,URN1,"U2-U5-U6 snRNP, RES complex, and NTC interacting protein"
S000006357,YPR153W,MAY24,genetic interaction profile similarity to MTC Annotated Yeast genes MTC2 and MTC4
S000006358,YPR154W,PIN3,Psi+ INducibility
S000006359,YPR155C,NCA2,Nuclear Control of ATPase
S000006361,YPR157W,TDA6,Topoisomerase I Damage Affected
S000006362,YPR158W,CUR1,Curing of [URe3]
S000006363,YPR159W,KRE6,Killer toxin REsistant
S000006364,YPR160W,GPH1,Glycogen PHosphorylase
S000006365,YPR161C,SGV1,Suppressor of Gpa1-Val50 mutation
S000006366,YPR162C,ORC4,Origin Recognition Complex
S000006367,YPR163C,TIF3,Translation Initiation Factor
S000006368,YPR164W,MMS1,Methyl MethaneSulfonate sensitivity
S000006369,YPR165W,RHO1,Ras HOmolog
S000006370,YPR166C,MRP2,Mitochondrial Ribosomal Protein
S000006371,YPR167C,MET16,METhionine requiring
S000006372,YPR168W,NUT2,Negative regulation of URS Two
S000006373,YPR169W,JIP5,Jumonji domain Interacting Protein
S000006375,YPR171W,BSP1,Binding protein of Synaptojanin Polyphosphoinositide phosphatase domain
S000006376,YPR172W,,
S000006377,YPR173C,VPS4,Vacuolar Protein Sorting
S000006378,YPR174C,,
S000006379,YPR175W,DPB2,DNA Polymerase B subunit 2
S000006380,YPR176C,BET2,Blocked Early in Transport
S000006382,YPR178W,PRP4,Pre-mRNA Processing
S000006383,YPR179C,HDA3,Histone DeAcetylase
S000006384,YPR180W,AOS1,Activation Of Smt3p
S000006385,YPR181C,SEC23,SECretory
S000006386,YPR182W,SMX3,
S000006387,YPR183W,DPM1,Dolichol Phosphate Mannose synthase
S000006388,YPR184W,GDB1,Glycogen DeBranching
S000006389,YPR185W,ATG13,AuTophaGy related
S000006390,YPR186C,PZF1,Putative Zinc Finger
S000006391,YPR187W,RPO26,RNA POlymerase
S000006392,YPR188C,MLC2,Myo1p Light Chain
S000006393,YPR189W,SKI3,SuperKIller
S000006394,YPR190C,RPC82,RNA Polymerase C
S000006395,YPR191W,QCR2,QH2:cytochrome-C oxidoReductase
S000006396,YPR192W,AQY1,AQuaporin from Yeast
S000006397,YPR193C,HPA2,Histone and other Protein Acetyltransferase
S000006398,YPR194C,OPT2,OligoPeptide Transporter
S000006400,YPR196W,,
S000006402,YPR198W,SGE1,Suppression of Gal11 Expression
S000006403,YPR199C,ARR1,ARsenicals Resistance
S000006404,YPR200C,ARR2,ARsenicals Resistance
S000006405,YPR201W,ARR3,ARsenicals Resistance
S000006429,YLR390W-A,CCW14,Covalently linked Cell Wall protein
S000006430,YDL045W-A,MRP10,Mitochondrial Ribosomal Protein
S000006431,YOR008C-A,,
S000006432,YIL009C-A,EST3,Ever Shorter Telomeres
S000006433,YPR133W-A,TOM5,Translocase of the Outer Mitochondrial membrane
S000006434,YLR438C-A,LSM3,Like SM
S000006435,YKR035W-A,DID2,Doa4-Independent Degradation
S000006436,YFL034C-A,RPL22B,Ribosomal Protein of the Large subunit
S000006437,YFR032C-A,RPL29,Ribosomal Protein of the Large subunit
S000006438,YPL249C-A,RPL36B,Ribosomal Protein of the Large subunit
S000006439,YCR020W-B,HTL1,High-Temperature Lethal
S000007221,YCL001W-A,,
S000007222,YCR028C-A,RIM1,Replication In Mitochondria
S000007223,YCR087C-A,,
S000007224,YPL183W-A,RTC6,Restriction of Telomere Capping
S000007226,YER039C-A,,
S000007228,YBL091C-A,SCS22,Suppressor of Choline Sensitivity
S000007232,YDL130W-A,STF1,STabilizing Factor
S000007233,YDR034C-A,,
S000007234,YDR034W-B,,
S000007235,YDR363W-A,SEM1,Suppressor of Exocyst Mutations
S000007236,YDR525W-A,SNA2,Sensitivity to NA+
S000007237,YER048W-A,ISD11,"Iron-Sulfur protein biogenesis, Desulfurase-interacting protein"
S000007242,YKL033W-A,,
S000007243,YKL053C-A,MDM35,Mitochondrial Distribution and Morphology
S000007245,YLL018C-A,COX19,Cytochrome c OXidase
S000007246,YLR262C-A,TMA7,Translation Machinery Associated
S000007247,YML081C-A,ATP18,ATP synthase
S000007249,YMR158C-A,,
S000007251,YNR032C-A,HUB1,Homologous to UBiquitin
S000007253,YOR298C-A,MBF1,Multiprotein Bridging Factor
S000007255,YDR322C-A,TIM11,Translocase of the Inner Mitochondrial membrane
S000007256,YEL020W-A,TIM9,Translocase of the Inner Mitochondrial membrane
S000007339,YOL077W-A,ATP19,ATP synthase
S000007348,YJR135W-A,TIM8,Translocase of the Inner Mitochondrial membrane
S000007455,YHR072W-A,NOP10,NucleOlar Protein
S000007472,YML058W-A,HUG1,
S000007488,YBL059C-A,CMC2,Cx9C Motif-Containing protein
S000007496,YHR132W-A,IGO2,Initiation of G zerO
S000007521,YBR058C-A,TSC3,Temperature-sensitive Suppressors of Csg2 mutants
S000007522,YBR085C-A,,
S000007523,YER053C-A,,
S000007524,YMR122W-A,NCW1,Novel Cell Wall protein
S000007525,YNR034W-A,EGO4,Exit from rapamycin-induced GrOwth arrest
S000007547,YCL057C-A,MIC10,MItochondrial contact site and Cristae organizing system
S000007548,YCL026C-B,HBN1,Homologous to Bacterial Nitroreductases
S000007549,YCL021W-A,,
S000007586,YAL044W-A,BOL1,BolA-like protein
S000007587,YBL071W-A,KTI11,Kluveromyces lactis Toxin Insensitive
S000007588,YDL085C-A,,
S000007590,YER014C-A,BUD25,BUD site selection
S000007591,YBL029C-A,,
S000007595,YBR233W-A,DAD3,Duo1 And Dam1 interacting
S000007596,YCL001W-B,,
S000007599,YDL159W-A,,
S000007603,YDR079C-A,TFB5,
S000007604,YDR320C-A,DAD4,Duo1 And Dam1 interacting
S000007605,YDR379C-A,SDH6,
S000007606,YFR012W-A,,
S000007607,YGL258W-A,,
S000007608,YGR271C-A,EFG1,Exit From G1
S000007610,YJL052C-A,,
S000007611,YJL062W-A,COA3,Cytochrome Oxidase Assembly
S000007615,YKL018C-A,MCO12,Mitochondrial Class One protein of 12 kDa
S000007616,YKL106C-A,,
S000007618,YLR099W-A,MIM2,
S000007620,YLR363W-A,,
S000007621,YML007C-A,MIN4,mitochondrial MINi protein of 4 kDa
S000007624,YNL162W-A,,
S000007626,YOL086W-A,MHF1,Mph1-associated Histone-Fold protein
S000007627,YOL159C-A,,
S000007649,YBR255C-A,RCF3,Respiratory superComplex Factor
S000007650,YDR381C-A,COI1,COx Interacting
S000007651,YER074W-A,YOS1,Yip One Suppressor
S000028421,YKL138C-A,HSK3,Helper of ASK1
S000028423,YPL096C-A,ERI1,ER-associated Ras Inhibitor
S000028425,YPR036W-A,SPO24,SPOrulation
S000028437,YER180C-A,SLO1,Scoco-Like Orf
S000028508,YCL005W-A,VMA9,Vacuolar Membrane Atpase
S000028509,YNL138W-A,YSF3,Yeast Splicing Factor 3b subunit
S000028510,YBR111W-A,SUS1,Sl gene Upstream of ySa1
S000028511,YIL156W-B,MCO8,Mitochondrial Class One protein of 8 kDa
S000028512,YKR095W-A,PCC1,Polarized growth Chromatin-associated Controller
S000028513,YJR112W-A,,
S000028514,YMR194C-B,CMC4,Cx9C Motif-Containing protein
S000028515,YPR170W-B,,
S000028516,YOR072W-B,,
S000028517,YBL039W-B,MIN6,mitochondrial MINi protein of ~6 kDa
S000028518,YCL058W-A,ADF1,Antisense of Depressing Factor
S000028519,YCR075W-A,EGO2,Exit from rapamycin-induced GrOwth arrest
S000028520,YDL160C-A,MHF2,Mph1-associated Histone-Fold protein
S000028521,YGR169C-A,LSO2,Late-annotated Small Open reading frame
S000028522,YJL127C-B,MCO6,Mitochondrial Class One protein of 6 kDa
S000028523,YJR005C-A,LSO1,Late-annotated Small Open reading frame
S000028524,YKL068W-A,,
S000028525,YLR307C-A,DPA10,Delta-Psi dependent mitochondrial Assembly protein of 10 kDa
S000028526,YOR020W-A,MCO10,Mitochondrial Class One protein of 10 kDa
S000028527,YPL189C-A,COA2,Cytochrome Oxidase Assembly
S000028529,YBL008W-A,,
S000028532,YBR072C-A,,
S000028534,YBR196C-A,,
S000028535,YBR200W-A,,
S000028536,YCR108C,,
S000028537,YDL022C-A,,
S000028538,YDR169C-A,,
S000028539,YDR182W-A,,
S000028541,YDR194W-A,,
S000028542,YDR246W-A,,
S000028546,YER078W-A,,
S000028547,YFL041W-A,,
S000028548,YGL041C-B,,
S000028550,YGR121W-A,,
S000028551,YGR240C-A,,
S000028552,YHR086W-A,,
S000028553,YHR175W-A,,
S000028556,YIL134C-A,,
S000028557,YJR151W-A,,
S000028558,YKL183C-A,,
